name,cuisines,rating,cost_for_two,city
The Bier Library,"Continental, North Indian, Pizza, BBQ",4.3,2000.0,Koramangala 6Th Block
The Old Fashioned Bar,"Finger Food, North Indian, Continental",4.5,1000.0,Koramangala 6Th Block
Zee5 Loft,"Cafe, North Indian, Pizza, Sandwich, Salad",4.4,500.0,Koramangala 6Th Block
The Smoke Co.,"American, European",4.4,2500.0,Koramangala 6Th Block
China Pearl,Chinese,4.4,1100.0,Koramangala 6Th Block
Barleyz,"North Indian, Continental, Chinese",3.8,2000.0,Koramangala 6Th Block
Oye Amritsar,North Indian,4.0,600.0,Koramangala 6Th Block
Carrots,"Italian, North Indian, Healthy Food, Desserts",4.1,1100.0,Koramangala 6Th Block
Anupam's Coast II Coast,"Seafood, Mangalorean, North Indian, Chinese",4.1,700.0,Koramangala 6Th Block
Baba Chatkora,North Indian,4.2,1000.0,Koramangala 6Th Block
Kargeens,"Cafe, Continental, Italian",4.1,600.0,Koramangala 6Th Block
Bhojohori Manna,"Bengali, Mughlai",4.1,650.0,Koramangala 6Th Block
Gudguda Prime Cafe,"Cafe, Continental, Chinese, Italian",4.2,800.0,Koramangala 6Th Block
Bundar,"Cafe, Burger, Fast Food, Desserts",4.1,700.0,Koramangala 6Th Block
The Local - Terrace Drinkery,"Continental, American, Pizza, BBQ",4.0,1000.0,Koramangala 6Th Block
Dalma,Oriya,3.9,600.0,Koramangala 6Th Block
Patiala Highway,North Indian,3.7,700.0,Koramangala 6Th Block
Waffle Magic,"Cafe, Desserts",4.1,700.0,Koramangala 6Th Block
China Bowl,Chinese,3.9,1000.0,Koramangala 6Th Block
Gorilla Barfare,"Continental, Pizza, Burger",4.2,1400.0,Koramangala 6Th Block
Go Italia,"Italian, Pizza, Fast Food, Salad",4.0,750.0,Koramangala 6Th Block
Hotel Tom's Restaurant,"Mangalorean, Seafood, Chinese, North Indian",4.0,1000.0,Koramangala 6Th Block
Chai Point,"Tea, Beverages, Fast Food",4.0,250.0,Koramangala 6Th Block
Embers - Nandhana Grand Hotel,"North Indian, South Indian, Thai, Chinese, Continental",3.8,900.0,Koramangala 6Th Block
Jimi's Beer Cafe,"American, North Indian, Chinese",3.8,1700.0,Koramangala 6Th Block
Chaat Street,"Street Food, North Indian",3.9,250.0,Koramangala 6Th Block
Grand Gowdru Hotel,"South Indian, North Indian, Chinese",3.4,700.0,Koramangala 6Th Block
Bansuri Sweets,"Mithai, North Indian, Street Food",3.7,250.0,Koramangala 6Th Block
Black Kitchen,"Kerala, South Indian",3.7,400.0,Koramangala 6Th Block
Cashmere Nites,Kashmiri,3.5,600.0,Koramangala 6Th Block
Ocean,"Mexican, Continental, Italian, Chinese",3.8,700.0,Koramangala 6Th Block
Imperial Restaurant,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",3.6,800.0,Koramangala 6Th Block
Eshmeet Da Dhaba,"North Indian, Chinese",3.1,500.0,Koramangala 6Th Block
Mayura Grand,"South Indian, North Indian",3.5,400.0,Koramangala 6Th Block
Entropy Cafe,"Cafe, Chinese, Pizza, North Indian, Burger",4.1,600.0,Koramangala 6Th Block
Uday Sweets,"Mithai, Fast Food",3.5,250.0,Koramangala 6Th Block
Raj Darbar,"North Indian, Chinese, Bengali",3.7,800.0,Koramangala 6Th Block
The Local - Burger Bar,"American, Pizza, Burger",3.8,1500.0,Koramangala 6Th Block
Oil Pump,"Finger Food, Continental",3.7,1000.0,Koramangala 6Th Block
7 Star Biryani,Biryani,3.2,250.0,Koramangala 6Th Block
Samavar,"North Indian, South Indian, Chinese, Continental, Italian",3.4,1000.0,Koramangala 6Th Block
Tattva Cafe,Cafe,2.8,450.0,Koramangala 6Th Block
Banana Beach Bar,"Continental, Chinese",3.7,1300.0,Koramangala 6Th Block
Primal,"Finger Food, Continental",3.0,2300.0,Koramangala 6Th Block
Happy Plate,"North Indian, Chinese, South Indian, Fast Food",3.6,400.0,Koramangala 6Th Block
Samrat Regency Bar And Restaurant,"North Indian, Chinese",3.8,800.0,Koramangala 6Th Block
Fetchpod Cafe,"Cafe, North Indian, Chinese, Continental",2.9,500.0,Koramangala 6Th Block
Ambur Biryani Mess,Biryani,3.4,250.0,Koramangala 6Th Block
Rice and Rolls,"Arabian, Biryani, North Indian, Chinese, Fast Food",2.7,500.0,Koramangala 6Th Block
Black Pepper Lounge - Case de Bengaluru,Finger Food,3.7,1200.0,Koramangala 6Th Block
Gangothri Veg Restaurant,"North Indian, South Indian, Chinese",3.7,300.0,Koramangala 6Th Block
Kaaram,"Andhra, Biryani",3.9,500.0,Koramangala 6Th Block
Pizza Hut,"Pizza, Fast Food",3.9,750.0,Koramangala 6Th Block
Taco Bell,"Mexican, American, Fast Food",4.1,600.0,Koramangala 6Th Block
Kota Kachori,"Street Food, Desserts, North Indian, Mithai, Rajasthani",4.3,400.0,Koramangala 6Th Block
Eat Street,"North Indian, Chinese, Italian, Street Food, Desserts",4.2,600.0,Koramangala 6Th Block
Mooch Marod,North Indian,4.2,400.0,Koramangala 6Th Block
Podi Idly,South Indian,4.3,250.0,Koramangala 6Th Block
Khatta Meetha Teekha,"Street Food, North Indian, Mithai, Chinese, Beverages",4.3,300.0,Koramangala 6Th Block
Fiero! Pizzeria,"Italian, Fast Food, Pizza",4.0,400.0,Koramangala 6Th Block
Polar Bear,"Desserts, Ice Cream, Beverages, Sandwich",4.2,400.0,Koramangala 6Th Block
Madurai Idly Shop,South Indian,3.7,200.0,Koramangala 6Th Block
White Elefan Coffee and Snack Bar,"Coffee, Fast Food, Chinese, Beverages",3.9,550.0,Koramangala 6Th Block
KFC,"Burger, Fast Food",3.8,450.0,Koramangala 6Th Block
Domino's Pizza,"Pizza, Fast Food",4.0,400.0,Koramangala 6Th Block
Delite Chaat House,"Street Food, Gujarati",3.9,300.0,Koramangala 6Th Block
Rolls Mania,"Fast Food, Rolls",3.7,450.0,Koramangala 6Th Block
Sri Krishna Sagar,South Indian,3.9,300.0,Koramangala 6Th Block
Falahaar,"North Indian, Street Food",3.9,200.0,Koramangala 6Th Block
PORKEATS,"Goan, Mangalorean",3.4,400.0,Koramangala 6Th Block
Rolls & Co,"Burger, Beverages, Rolls",3.9,400.0,Koramangala 6Th Block
Biggies Burger 'n' More,"Cafe, Burger, Fast Food",3.8,400.0,Koramangala 6Th Block
Jai Jinendra,"Street Food, Beverages",4.0,200.0,Koramangala 6Th Block
Mitran Da Junction,North Indian,4.1,600.0,Koramangala 6Th Block
Five Star Chicken,"Fast Food, Burger",2.7,300.0,Koramangala 6Th Block
Shanthi Sagar,South Indian,3.4,250.0,Koramangala 6Th Block
Chill-Um Cafe,"Cafe, Chinese, Continental",4.1,600.0,Koramangala 6Th Block
Cochin Connection,"Kerala, South Indian",3.6,500.0,Koramangala 6Th Block
Hungry Paunch,"Bengali, Bihari",4.0,350.0,Koramangala 6Th Block
Paratha Singh Pakora King,"Rajasthani, North Indian, Street Food",3.7,300.0,Koramangala 6Th Block
Bawarchi Biryani,"Biryani, South Indian",3.4,350.0,Koramangala 6Th Block
TOKI Taco House,Mexican,3.6,200.0,Koramangala 6Th Block
One Stop MARATHA,Maharashtrian,3.1,250.0,Koramangala 6Th Block
Marahaba,"Arabian, Mediterranean",3.0,400.0,Koramangala 6Th Block
Dosalicious,South Indian,3.3,150.0,Koramangala 6Th Block
NGV Fast Food,"North Indian, Fast Food",3.5,250.0,Koramangala 6Th Block
Mysore Carnival Restaurant,"Chinese, Kerala, North Indian, South Indian",3.8,350.0,Koramangala 6Th Block
The Breakfast Truck,Continental,3.8,550.0,Koramangala 6Th Block
The Fresh Factor,"Juices, Sandwich",3.1,200.0,Koramangala 6Th Block
Shahi Dasterkhwan,"North Indian, Kebab, Mughlai",2.9,400.0,Koramangala 6Th Block
DeliToons,"Sandwich, Pizza, Salad",4.0,300.0,Koramangala 6Th Block
Ande Ka Funda,"North Indian, Chinese, Rolls",3.1,250.0,Koramangala 6Th Block
Mr. Meow's Hotdogs,Fast Food,3.5,300.0,Koramangala 6Th Block
Kevins Kitchen,"North Indian, Chinese, Biryani",3.7,400.0,Koramangala 6Th Block
Hotel Marina,"North Indian, Chinese, South Indian",2.8,400.0,Koramangala 6Th Block
Shanghai Times,"Chinese, Momos",2.8,500.0,Koramangala 6Th Block
The Black Pearl,"North Indian, European, Mediterranean",4.7,1400.0,Koramangala 5Th Block
Truffles,"Cafe, American, Burger, Steak",4.7,900.0,Koramangala 5Th Block
Koramangala Social,"American, North Indian, Chinese, Finger Food",4.6,1500.0,Koramangala 7Th Block
XOOX Brewmill,"Modern Indian, European, Asian",4.4,2000.0,Koramangala 5Th Block
Gilly's Restobar,"Finger Food, Continental, North Indian",4.5,1000.0,Koramangala 5Th Block
Bombay Adda,Modern Indian,4.4,1100.0,Koramangala 7Th Block
Buff Buffet Buff,"North Indian, Chinese, Continental, Thai, Salad",4.5,1500.0,Koramangala 5Th Block
Biergarten,"Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian",4.8,2100.0,Koramangala 5Th Block
Boho,"Continental, Asian, American, North Indian, Desserts",4.2,1200.0,Koramangala 5Th Block
The Hole in the Wall Cafe,"Cafe, American, Burger",4.6,600.0,Koramangala 4Th Block
Sultans of Spice,"North Indian, Mughlai, Salad",4.5,1300.0,Koramangala 5Th Block
The Reservoire,"Continental, North Indian, Chinese, American",4.6,1300.0,Koramangala 5Th Block
Indigo XP,"Finger Food, Continental, Asian, North Indian",4.2,1400.0,Koramangala 5Th Block
Dyu Art Cafe,"Cafe, Italian, Fast Food",4.5,800.0,Koramangala 5Th Block
Prost Brew Pub,"American, Continental, North Indian, Salad",4.5,1800.0,Koramangala 4Th Block
Brooks and Bonds Brewery,"Continental, Mediterranean, North Indian, Chinese, Finger Food",4.5,1600.0,Koramangala 5Th Block
The Fixx,"Continental, South Indian, Italian, North Indian, Chinese",4.3,1200.0,Koramangala 4Th Block
Fenny's Lounge And Kitchen,"Mediterranean, Pizza, Continental, Seafood, Salad",4.5,1600.0,Koramangala 7Th Block
Sharief Bhai,"Mughlai, Biryani",4.4,700.0,Koramangala 5Th Block
Ulavacharu,"Andhra, North Indian, Chinese",4.2,900.0,Koramangala 5Th Block
Asia Kitchen By Mainland China,"Asian, Chinese, Thai, Momos",4.9,1500.0,Koramangala 5Th Block
ECHOES Koramangala,"Chinese, American, Continental, Italian, North Indian",4.7,750.0,Koramangala 5Th Block
Bonsouth,"Chettinad, Andhra, Kerala",4.2,1300.0,Koramangala 5Th Block
Chianti,Italian,4.7,1500.0,Koramangala 5Th Block
House Of Commons,"Continental, Asian, North Indian",4.7,1000.0,Koramangala 5Th Block
Foxtrot - House of Subculture,"Cafe, American, Asian, North Indian",4.4,1000.0,Koramangala 3Rd Block
Onesta,"Pizza, Cafe, Italian",4.4,600.0,Koramangala 4Th Block
Om Made Cafe,"Cafe, Continental, European, Juices",4.1,1300.0,Koramangala 5Th Block
Punjab Bistro,North Indian,4.4,1500.0,Koramangala 7Th Block
Drava,"Pizza, Continental, North Indian, Asian",4.4,1500.0,Koramangala 5Th Block
The Terrace at Gilly's Redefined,"Continental, Finger Food, Asian, North Indian",4.5,1400.0,Koramangala 4Th Block
The Boozy Griffin,"European, Continental",4.6,1800.0,Koramangala 5Th Block
Gramin,North Indian,4.3,600.0,Koramangala 7Th Block
Roots,"North Indian, South Indian, Chinese, Continental, Mangalorean",4.6,1200.0,Koramangala 1St Block
Barbeque Nation,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,1600.0,Koramangala 1St Block
Simon Says Brew Works,"Continental, American, Italian, Modern Indian, Pizza, Burger",4.5,1400.0,Koramangala 5Th Block
Meghana Foods,"Biryani, Seafood, Andhra, North Indian",4.4,600.0,Koramangala 5Th Block
Tim Tai,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",4.4,1400.0,Koramangala 5Th Block
Nasi And Mee,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",4.4,1000.0,Koramangala 4Th Block
Myu Bar at Gilly's Redefined,"American, North Indian, Pizza, Finger Food, Continental, Italian",4.4,1200.0,Koramangala 4Th Block
Third Wave Coffee Roasters,"Cafe, Continental, Desserts",4.4,800.0,Koramangala 4Th Block
Toscano,"Italian, Salad",4.5,1500.0,Koramangala 7Th Block
By The Blue - Grand Mercure,"North Indian, Mughlai",4.1,1500.0,Koramangala 3Rd Block
Sotally Tober,"Asian, Burger, Pizza, Chinese, Finger Food",4.4,1200.0,Koramangala 4Th Block
Blue Tokai Coffee Roasters,"Cafe, Coffee",4.0,400.0,Koramangala 8Th Block
Kobe Sizzlers,"American, Continental, Fast Food, Steak",4.1,1000.0,Koramangala 5Th Block
Happy Brew,"Continental, American, Chinese, BBQ, Salad",4.0,1000.0,Koramangala 5Th Block
1522 - The Pub,"Chinese, Continental, North Indian",4.2,1400.0,Koramangala 4Th Block
Sixth Avenue Cafe And Patisserie,"Cafe, Italian, Desserts",4.4,600.0,Koramangala 5Th Block
Big Wong XL,"Chinese, Sushi, Asian, Thai",4.5,1400.0,Koramangala 5Th Block
Nagarjuna,"Andhra, North Indian, Biryani",4.3,800.0,Koramangala 5Th Block
Crawl Street,"Continental, Finger Food, North Indian, Chinese",4.3,1200.0,Koramangala 5Th Block
Bistro Claytopia,"Cafe, American, Italian, Burger",4.1,600.0,Koramangala 1St Block
Pasta Street,"Italian, Pizza, Salad",4.5,1300.0,Koramangala 4Th Block
B-hive,"Finger Food, North Indian",4.3,1200.0,Koramangala 1St Block
A Hole Lotta Love Cafe,"Cafe, American, Burger, Sandwich, Beverages",4.4,600.0,Koramangala 5Th Block
The Beer Cafe,"Finger Food, Chinese, Italian, Burger",4.2,1300.0,Koramangala 4Th Block
Salt - Indian Restaurant Bar & Grill,"North Indian, Mughlai, Biryani",4.4,1500.0,Koramangala 7Th Block
Harry's Bar + Cafe,"Asian, American, Mexican",4.2,1400.0,Koramangala 7Th Block
Kopper Kadai,"North Indian, Chinese",4.1,1200.0,Koramangala 5Th Block
Kritunga Restaurant,"Andhra, Biryani, North Indian, Chinese",3.8,650.0,Koramangala 5Th Block
Bathinda Junction,North Indian,4.1,600.0,Koramangala 5Th Block
Wok Paper Scissors,"Asian, Malaysian, Chinese, Thai, Momos",4.3,550.0,Koramangala 5Th Block
Cafe Thulp,"Cafe, Burger, Italian, Salad",4.1,1000.0,Koramangala 1St Block
Hunan,"Chinese, Thai, Momos",4.3,1100.0,Koramangala 5Th Block
Beer Adda,"North Indian, Chinese, Pizza",4.3,1000.0,Koramangala 5Th Block
Hungry Hippie,"Cafe, Continental, Italian, Burger",4.3,800.0,Koramangala 5Th Block
Karavali Grand,"Mangalorean, Seafood, North Indian, Chinese",3.7,600.0,Koramangala 5Th Block
Mimansa @ Foxtrot,Cafe,4.4,1000.0,Koramangala 3Rd Block
Anjappar,"Chettinad, South Indian",3.9,650.0,Koramangala 4Th Block
Dice N Dine,"Continental, Cafe, Italian, Fast Food, Steak",4.3,900.0,Koramangala 5Th Block
Dialogues,"Cafe, Continental",4.1,600.0,Koramangala 4Th Block
Empire Restaurant,"North Indian, Mughlai, South Indian, Chinese",4.1,750.0,Koramangala 5Th Block
Royal Treat,"North Indian, Chinese, Biryani",4.1,500.0,Koramangala 5Th Block
Fava Bistro,"Mediterranean, Pizza, Italian, Beverages",4.4,1500.0,Koramangala 5Th Block
Via Milano,"Salad, Italian, Desserts, Pizza",4.2,1500.0,Koramangala 4Th Block
Chinita Real Mexican Food,Mexican,4.5,1200.0,Koramangala 5Th Block
Nuts Over Salads Cafe,"Cafe, Salad",4.4,800.0,Koramangala 5Th Block
YORK St.,"Cafe, European, Continental",4.4,900.0,Koramangala 5Th Block
Roundup Cafe,"Cafe, Continental, Beverages",4.2,800.0,Koramangala 5Th Block
Lot Like Crepes,"Cafe, Desserts, Continental",4.6,550.0,Koramangala 7Th Block
Enerjuvate Studio & Cafe,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",4.4,800.0,Koramangala 4Th Block
Magnolia,"Chinese, Thai, Asian",4.1,900.0,Koramangala 3Rd Block
Noodle Panda,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",4.3,800.0,Koramangala 5Th Block
Market Table,"Cafe, Continental, Mediterranean, Beverages",4.5,900.0,Koramangala 5Th Block
Banjara Melting Pot,"North Indian, Chinese, Seafood",4.2,1700.0,Koramangala 4Th Block
Bamey's Restro Cafe,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",4.2,600.0,Koramangala 5Th Block
Pot-O-Noodles,"Chinese, Asian, Japanese",4.3,800.0,Koramangala 4Th Block
Karama Restaurant,"Arabian, North Indian, Beverages",4.1,750.0,Koramangala 5Th Block
Cafe Graffiters,"Cafe, Continental, Beverages",3.8,600.0,Koramangala 5Th Block
Stoked!,"Cafe, Italian, Pizza",4.3,850.0,Koramangala 4Th Block
Oldtown Dilli,"Mughlai, North Indian, Turkish, Afghan",4.1,750.0,Koramangala 4Th Block
Mayur,"Andhra, North Indian, Chinese, Seafood",3.7,700.0,Hosur Road
Nandhana Palace,"Andhra, Biryani, North Indian, Chinese",4.1,800.0,Koramangala 4Th Block
What's In A Name,"Finger Food, Asian, European, Italian",4.1,1200.0,Koramangala 5Th Block
Hanoi - Vietnamese Cuisine,Vietnamese,4.4,1000.0,Koramangala 4Th Block
Sathya's,"North Indian, Chinese",4.1,1200.0,Koramangala 3Rd Block
154 Breakfast Club,"Cafe, Continental",4.0,900.0,Koramangala 3Rd Block
Mr. Beans - Home Cafe,"Cafe, Continental, Italian",4.2,1000.0,Koramangala 3Rd Block
Tunday Kababi,"North Indian, Kebab",3.9,500.0,Koramangala 5Th Block
Rajdhani Thali Restaurant,North Indian,4.0,900.0,Koramangala 7Th Block
Hyderabad Biryaani House,"Biryani, North Indian, Chinese, Hyderabadi",4.1,750.0,Koramangala 5Th Block
Tibetan Mother's Kitchen,"Tibetan, Chinese, Momos",4.0,500.0,Koramangala 7Th Block
Chung Wah,"Chinese, Thai, Momos, Vietnamese",4.0,800.0,Koramangala 5Th Block
Qube Cafe,"Cafe, Desserts",4.2,700.0,Koramangala 4Th Block
Koshe Kosha,"Bengali, Seafood",4.0,600.0,Koramangala 1St Block
Naati Manae,"North Indian, South Indian, Chinese, Biryani",3.9,700.0,Koramangala 5Th Block
The Himalayan,Korean,4.4,1200.0,Koramangala 5Th Block
Eagles Pizza,"Pizza, Italian",3.8,400.0,Koramangala 7Th Block
Petoo,"North Indian, Fast Food, Street Food",3.8,800.0,Koramangala 1St Block
Cafe D'hide,"Cafe, American, Continental, Italian",4.2,600.0,Koramangala 5Th Block
Attic Lounge,Cafe,4.0,700.0,Koramangala 4Th Block
Cafe Medley,"Cafe, Continental, Burger",4.2,800.0,Koramangala 5Th Block
Indian Coffee House & Restaurant,"South Indian, North Indian, Chinese",4.2,650.0,Koramangala 5Th Block
1722 Urban Bistro,"North Indian, Chinese, Fast Food, Biryani",4.1,600.0,Koramangala 5Th Block
Mustard Cafe,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",4.1,800.0,Koramangala 3Rd Block
Shanmukha,"Biryani, Andhra, North Indian, Chinese",4.0,800.0,Koramangala 5Th Block
Beijing Bites,"Chinese, Thai",4.0,850.0,Koramangala 5Th Block
Mani's Dum Biryani,Biryani,3.9,750.0,Koramangala 5Th Block
Fresh Pressery Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts",4.1,1200.0,Koramangala 5Th Block
Wild Thyme Restaurant,"Chinese, Continental, North Indian, Italian, Seafood",4.4,800.0,Koramangala 5Th Block
Peace Restaurant,"Chinese, Tibetan, North Indian",3.9,500.0,Koramangala 5Th Block
The Vacationer's Cafe,"Cafe, Continental, Mexican",4.1,600.0,Koramangala 7Th Block
Tilt Gastro Lounge,"Continental, American, North Indian, Chinese",4.1,1500.0,Koramangala 5Th Block
Swathi Maharaja,"Andhra, North Indian, Chinese, Biryani",3.7,750.0,Koramangala 4Th Block
Tangerine - Davanam Sarovar Portico Suites,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",4.0,1100.0,Koramangala 2Nd Block
Bistro Oui,"Cafe, Continental, Salad, Steak",4.1,1200.0,Koramangala 5Th Block
Zingron,"Chinese, Naga",4.0,750.0,Koramangala 7Th Block
Bulls N Bears - Bar Trade Xchange,"Finger Food, North Indian, Continental, Pizza",3.9,1000.0,Koramangala 5Th Block
Smally's Resto Cafe,"Cafe, Italian, Burger, American, Steak",4.2,650.0,Koramangala 5Th Block
Drunkling - Sizzlers and Pub,"Chinese, Continental, North Indian, Burger, Pizza, Seafood",4.4,1000.0,Koramangala 5Th Block
Johnny Fox,"North Indian, Chinese",3.9,1500.0,Hosur Road
The Yellow Tuk-Tuk Cafe,"Cafe, Continental, Beverages",3.6,500.0,Koramangala 5Th Block
Cafe Terra,"Cafe, Continental",4.1,700.0,Koramangala 1St Block
Desipun,North Indian,4.2,700.0,Koramangala 5Th Block
Pipabu,"Continental, Italian, Chinese",3.8,750.0,Koramangala 4Th Block
Fill N Chill Resto Bar & Pub,"Finger Food, North Indian, Chinese",3.9,1200.0,Koramangala 4Th Block
Little Lucknow,"Mughlai, North Indian",4.0,800.0,Koramangala 5Th Block
Baba Da Dhaba,North Indian,4.1,650.0,Koramangala 7Th Block
The Rendezvous,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",3.7,800.0,Koramangala 4Th Block
Sutra Spice-The Resto Bar,"South Indian, Andhra",3.8,1000.0,Koramangala 4Th Block
Smoke - The Sizzler House,"Continental, Chinese, Thai, Italian, BBQ, Steak",4.0,1100.0,Koramangala 7Th Block
Sharma's Malai & Masala,North Indian,4.0,650.0,Koramangala 1St Block
Punjabi Nawabi,North Indian,4.0,500.0,Koramangala 1St Block
Cilantro,"European, American, Continental, North Indian, Steak",4.0,1500.0,Koramangala 4Th Block
JukeBox,"Continental, Parsi, Chinese, North Indian, Italian, Steak",3.9,1000.0,Koramangala 7Th Block
Chai Galli,"Cafe, Tea, Street Food",4.4,450.0,Koramangala 5Th Block
Sukh Sagar,"South Indian, North Indian, Chinese, Street Food",3.8,500.0,Koramangala 5Th Block
Barbeque Delight,"Arabian, Kerala, North Indian, Chinese, BBQ",3.8,800.0,Koramangala 5Th Block
Sherlock's Pub,"Continental, North Indian, Chinese",3.9,1300.0,Koramangala 5Th Block
Fabindia Cafe,"Cafe, Street Food",4.2,200.0,Koramangala 2Nd Block
Popsies,"Chinese, Momos",3.9,750.0,Koramangala 5Th Block
Tetto,Continental,3.7,1200.0,Koramangala 1St Block
The Arabesque Cafe,"American, Continental, Chinese",4.1,600.0,Koramangala 4Th Block
Tata Cha,"Cafe, Tea, North Indian",3.6,500.0,Koramangala 7Th Block
Over The Top Terrace Lounge,"Continental, North Indian",3.9,1400.0,Koramangala 5Th Block
Meenu Oota Da Maane,"Seafood, Mangalorean, Chinese",4.2,800.0,Koramangala 5Th Block
Bangaliana,Bengali,3.9,600.0,Koramangala 7Th Block
PagalKhana,"Continental, Chinese, Fast Food, Beverages",3.8,1000.0,Koramangala 4Th Block
7 Plates,"Mughlai, Fast Food",3.7,750.0,Koramangala 5Th Block
Aalishan Restaurant & Caterer,"North Indian, Mughlai",3.5,650.0,Koramangala 7Th Block
Terra Bites,"Cafe, Italian, Continental",4.0,700.0,Koramangala 4Th Block
Tandoor Hut,"North Indian, Mughlai, Chinese, Rolls",4.1,700.0,Koramangala 5Th Block
Pingara,"North Indian, Chinese, Mangalorean",3.8,600.0,Koramangala 1St Block
Vitamin Palace,"Cafe, Beverages, Healthy Food, Juices",4.1,650.0,Koramangala 7Th Block
Axomi - Taste of Assam,Assamese,4.1,500.0,Koramangala 7Th Block
Hakka Chinese Restaurant,"Chinese, Thai",3.9,600.0,Koramangala 1St Block
Lazeez,"North Indian, Mughlai, Biryani",3.1,600.0,Koramangala 5Th Block
Saara's Cafe - SS Lumina Hotel,"North Indian, South Indian, Chinese, Arabian",4.2,800.0,Koramangala 7Th Block
Breaktime Brew,Cafe,3.7,550.0,Koramangala 7Th Block
Purani Dilli By Anand Sweets,"North Indian, Continental, Street Food",4.1,500.0,Koramangala 5Th Block
Saara's Grill n Spice - SS Lumina Hotel,"North Indian, Arabian, Beverages",4.3,1000.0,Koramangala 7Th Block
WTF,"Cafe, Continental",4.1,600.0,Koramangala 5Th Block
The Underground Gastropub,Finger Food,3.0,1000.0,Koramangala 5Th Block
Polamma's Mess,"North Indian, Chinese, Biryani",3.8,300.0,Koramangala 7Th Block
The Yogisthaan Cafe,"Cafe, Healthy Food, Salad, Beverages",4.1,600.0,Koramangala 2Nd Block
Aami Bangali,Bengali,3.6,700.0,Koramangala 5Th Block
12th Main - Grand Mercure,"European, Asian",4.1,2000.0,Koramangala 3Rd Block
Billionaires Cafe,"Cafe, Italian",3.8,600.0,Koramangala 5Th Block
Shree Thali,North Indian,4.1,150.0,Koramangala 5Th Block
Paratha Plaza,North Indian,3.9,250.0,Koramangala 4Th Block
Mustard Food Court,"North Indian, Chinese",3.6,500.0,Koramangala 3Rd Block
Taj Darbar,"Biryani, Mughlai, Chinese",3.8,600.0,Koramangala 5Th Block
Cafemoto,"Cafe, Continental, Italian, Burger",4.0,800.0,Koramangala 5Th Block
Fandom at Gilly's Redefined,Finger Food,3.9,1500.0,Koramangala 4Th Block
Maxpresso,"Cafe, American, Italian, Beverages",4.1,700.0,Koramangala 7Th Block
Haji Ali Juice Centre,"Beverages, Fast Food, Desserts",4.0,350.0,Koramangala 5Th Block
Mars Chicken Delight,"North Indian, Chinese, Biryani, Beverages",3.7,500.0,Koramangala 1St Block
Kebarbiq,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",4.0,800.0,Koramangala 7Th Block
Cafe Coffee Day The Lounge,"Cafe, Fast Food",3.6,650.0,Koramangala 4Th Block
Hotel Parampare,"North Indian, Mughlai, Biryani",2.9,600.0,Koramangala 7Th Block
Smoke-A-Pot,"Biryani, Kebab, Rolls",3.3,600.0,Koramangala 5Th Block
Thalassery Restaurant,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",3.6,600.0,Koramangala 5Th Block
Namaste Kitchen,"North Indian, South Indian, Chinese",3.8,550.0,Koramangala 5Th Block
Smise,"Cafe, Continental, Italian, Burger, Pizza",4.0,650.0,Koramangala 4Th Block
Smokey Tribe Restaurant,"North Eastern, Chinese",3.8,650.0,Koramangala 7Th Block
Tella Tales,"Cafe, Desserts, Beverages",4.2,700.0,Koramangala 5Th Block
Grills And Tandoor,"North Indian, Chinese",3.7,900.0,Koramangala 5Th Block
Punjabi Chulha,North Indian,3.8,500.0,Koramangala 1St Block
Momo Rice Noodles,"Chinese, Momos",3.8,600.0,Ejipura
The Paramount Hotel,"North Indian, Seafood, Biryani, Kerala",3.6,1000.0,Koramangala 5Th Block
Gam's Delicacy,"North Indian, Chinese, Assamese",4.2,800.0,Koramangala 7Th Block
North Indian And Bengali Mess,"North Indian, Bengali",3.7,300.0,Koramangala 5Th Block
Hungry Travellers Cafe,Cafe,3.8,450.0,Koramangala 4Th Block
A2B - Adyar Ananda Bhavan,"South Indian, North Indian, Chinese, Street Food, Fast Food",2.7,400.0,Koramangala 7Th Block
Mast Kalandar,North Indian,2.5,450.0,Koramangala 4Th Block
Helloo Delhi,North Indian,4.1,1000.0,Koramangala 4Th Block
V.S. Garden Restaurant,"North Indian, Chinese",3.5,800.0,Ejipura
Barcode,"South Indian, North Indian",3.8,1300.0,Koramangala 4Th Block
Bun Town,"Cafe, Bakery",3.8,500.0,Koramangala 5Th Block
Taruni Andhra Mess,Andhra,3.6,200.0,Koramangala 5Th Block
Flavor of Tibet,Tibetan,4.0,500.0,Koramangala 5Th Block
